Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Product Name,Category,Product ID,Region,Country,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD1066,2025-03-22,2025-03-28,Amy Bennett,CUST532,Small Business,Ink,Office Supplies,PROD9152,International,Norway,Minnesota,East Pamelafort,6,4464.17,10,24106.52,19497.61,4608.91,1,Yes,35,Douglas-Marshall,powellmadison@robinson.org,Net Banking,Returned
ORD1067,2025-07-26,2025-08-02,Nathan Flores,CUST905,Home Office,Bread,Grocery,PROD8402,North,Tajikistan,New Hampshire,Ginaburgh,7,757.15,5,5035.03,3813.31,1221.72,46,No,0,Knapp-Thompson,bairddanielle@mcdaniel.biz,Cash,Pending
ORD1068,2025-12-22,2025-12-26,Joseph Stewart,CUST659,Small Business,Vegetables,Grocery,PROD9531,North,Gabon,Georgia,South James,10,1695.03,5,16102.83,14478.49,1624.34,49,No,0,Carpenter-Moore,beth75@carter.com,Debit Card,Delivered
ORD1069,2023-12-12,2023-12-15,Angelica Phillips,CUST217,Consumer,Doll,Toys,PROD5237,International,Georgia,Florida,Aguilarside,2,1823.58,15,3100.08,2557.27,542.81,46,No,0,Hammond-Moreno,vanessaramirez@marquez-taylor.com,UPI,Cancelled
ORD1070,2025-06-10,2025-06-15,Ms. Hannah Weiss PhD,CUST760,Wholesale,Jacket,Clothing,PROD4020,North,Hong Kong,Michigan,Christinaborough,6,1483.48,15,7565.73,4733.09,2832.64,29,No,0,Thomas Ltd,mflores@wood-hawkins.com,Credit Card,Returned
ORD1071,2025-04-14,2025-04-18,Vanessa Ashley,CUST736,Corporate,Fruits,Grocery,PROD8198,East,Bahrain,Washington,Lake Jessica,7,1911.62,15,11374.14,9267.46,2106.68,35,No,0,Martin PLC,john33@deleon.net,UPI,Cancelled
ORD1072,2023-10-24,2023-10-26,Kenneth Figueroa,CUST328,Small Business,Pen,Office Supplies,PROD5188,Central,Puerto Rico,Georgia,Richardsshire,5,3118.24,10,14032.09,10354.9,3677.19,48,No,0,Figueroa-Smith,laurabaker@rodriguez-park.com,Cash,Delivered
ORD1073,2024-09-26,2024-09-30,Brandon Jimenez,CUST390,Home Office,Perfume,Beauty,PROD2885,International,Belgium,Virginia,West Benjaminmouth,10,1539.15,20,12313.23,7500.04,4813.2,9,Yes,33,"White, Baker and Davidson",scott64@chambers.org,Net Banking,Cancelled
ORD1074,2025-04-25,2025-05-02,Kristen Ellis MD,CUST135,Home Office,Sneakers,Clothing,PROD9640,Central,Qatar,Nebraska,Cobbfurt,1,260.99,0,260.99,205.06,55.93,15,No,0,Diaz Inc,brooksheather@haas.net,Credit Card,Delivered
ORD1075,2026-02-22,2026-02-28,Emily Johnson,CUST668,Home Office,Sofa,Furniture,PROD3456,North-East,Timor-Leste,North Dakota,North Jimmytown,4,1622.06,5,6163.82,4585.87,1577.94,2,Yes,36,Stewart-Harding,russellkristina@carrillo.info,Net Banking,Pending
ORD1076,2024-06-07,2024-06-11,John Pierce III,CUST104,VIP Member,Board Game,Toys,PROD5091,East,Wallis and Futuna,Oregon,Lynnshire,6,198.68,20,953.66,679.49,274.17,46,No,0,Rice-Erickson,ucarrillo@george.com,Debit Card,Returned
ORD1077,2026-02-14,2026-02-21,Ryan Smith,CUST495,Home Office,Vegetables,Grocery,PROD1996,North,Guernsey,Georgia,Sandersland,1,2127.94,5,2021.54,1353.05,668.49,31,No,0,Anderson Inc,christine98@torres-riley.net,UPI,Pending
ORD1078,2024-01-19,2024-01-23,Kristin Mccarthy,CUST163,Wholesale,Face Wash,Beauty,PROD4748,West,Holy See (Vatican City State),Nevada,Alyssaton,2,516.0,5,980.41,781.14,199.26,14,No,0,Stafford PLC,wdelgado@martin.net,Net Banking,Pending
ORD1079,2025-11-05,2025-11-07,Nicholas Phillips,CUST933,Small Business,Board Game,Toys,PROD7452,North-East,Palau,Nevada,Port Christopher,6,4132.45,20,19835.75,13786.57,6049.18,38,No,0,Brown Inc,timanderson@church.com,Debit Card,Delivered
ORD1080,2025-10-27,2025-10-28,Jose Grant,CUST620,Wholesale,Eggs,Grocery,PROD7674,Central,Western Sahara,Florida,Lake Kennethton,10,597.37,10,5376.32,4416.43,959.89,0,Yes,44,Mendez-Cooper,zmiller@rodgers.org,Credit Card,Cancelled
ORD1081,2026-04-07,2026-04-08,Kelsey Hardy,CUST550,Consumer,Fruits,Grocery,PROD2773,East,Moldova,South Dakota,South David,8,593.79,20,3800.25,2424.52,1375.73,49,No,0,"Gomez, Santos and Smith",joshua72@wilson-vargas.com,UPI,Delivered
ORD1082,2023-10-18,2023-10-24,Yvette Little,CUST119,Small Business,Jacket,Clothing,PROD4016,Central,Japan,Nevada,Marybury,4,456.4,15,1551.75,1311.35,240.4,5,Yes,39,Davis-Anderson,iirwin@thomas-anderson.com,Net Banking,Cancelled
ORD1083,2025-05-01,2025-05-07,Mr. Justin Moore,CUST431,VIP Member,Shampoo,Beauty,PROD9815,East,Jordan,Iowa,Hessmouth,4,3839.2,10,13821.12,9074.34,4746.79,24,No,0,Kidd LLC,barberpamela@murray.com,Net Banking,Returned
ORD1084,2025-05-31,2025-06-02,Hannah Robinson,CUST369,VIP Member,Dining Table,Furniture,PROD2123,West,Yemen,New Jersey,South Daniel,6,3014.39,15,15373.38,11247.3,4126.07,37,No,0,Patterson-Watts,jonathan97@walker.com,Debit Card,Cancelled
ORD1085,2025-02-08,2025-02-10,Justin Flores,CUST570,Home Office,Eggs,Grocery,PROD9848,North-East,Poland,Tennessee,East Jonathonshire,9,2899.93,10,23489.47,14740.13,8749.34,0,Yes,42,Simon-Adams,brownalexander@mendoza-neal.com,Cash,Cancelled
ORD1086,2024-02-16,2024-02-17,Chloe Stewart,CUST795,Consumer,Sneakers,Clothing,PROD9659,North,Luxembourg,Missouri,Garzafort,10,2234.89,15,18996.53,16108.25,2888.27,10,No,0,Huber Ltd,willieharris@moore-thompson.com,Cash,Pending
ORD1087,2025-06-21,2025-06-23,Thomas White,CUST674,Corporate,Bookshelf,Furniture,PROD5306,East,Barbados,California,East Kevin,5,1441.81,10,6488.12,4177.18,2310.94,34,No,0,"Thompson, Navarro and Gordon",moorelarry@townsend.biz,Credit Card,Delivered
ORD1088,2025-12-07,2025-12-14,Miguel Patrick,CUST974,Small Business,Bed,Furniture,PROD9118,North,Guam,Colorado,North David,5,3197.88,15,13590.98,8376.87,5214.11,47,No,0,Young Group,angelfriedman@maxwell.com,Credit Card,Returned
ORD1089,2024-10-13,2024-10-17,Daniel Green,CUST962,Wholesale,Bed,Furniture,PROD8932,West,Myanmar,New Jersey,West Ashley,1,4306.91,20,3445.53,2092.92,1352.6,16,No,0,Garcia Ltd,kylie34@parker.biz,Net Banking,Returned
ORD1090,2025-09-24,2025-09-26,Adam Cole,CUST135,Consumer,Board Game,Toys,PROD6419,Central,Trinidad and Tobago,Illinois,Lake Sethmouth,7,2058.24,5,13687.27,8229.13,5458.14,6,Yes,25,"White, Mccoy and Bush",whitney99@guerra-cox.com,Cash,Delivered
ORD1091,2024-05-05,2024-05-09,Erin Goodwin DDS,CUST194,Small Business,Eggs,Grocery,PROD4369,South,Maldives,North Dakota,Johnsonfort,1,4782.72,5,4543.58,2990.58,1553.0,9,Yes,21,Collins-Robbins,krista03@campbell.com,Net Banking,Returned
ORD1092,2026-04-19,2026-04-21,Stephanie Romero,CUST880,Small Business,RC Car,Toys,PROD6762,North-East,Oman,Michigan,Angelicaborough,8,1660.4,0,13283.16,11365.35,1917.81,25,No,0,"Giles, Kane and Lewis",jason49@lyons.com,Net Banking,Pending
ORD1093,2024-12-01,2024-12-04,Timothy Snyder,CUST738,VIP Member,Sofa,Furniture,PROD6007,International,Ireland,Kentucky,South Mollyview,2,254.23,0,508.46,366.41,142.05,29,No,0,Contreras-Howell,michael63@pratt.com,Credit Card,Cancelled
ORD1094,2025-08-31,2025-09-05,Paul Richmond,CUST222,Consumer,Jacket,Clothing,PROD1216,North-East,Barbados,Arizona,Lake Jeffery,7,603.11,15,3588.48,2430.29,1158.19,43,No,0,"Lam, Hernandez and Smith",dana50@blackwell.biz,Net Banking,Delivered
ORD1095,2023-09-18,2023-09-21,Amy Phillips,CUST523,Wholesale,Perfume,Beauty,PROD7743,West,Saint Vincent and the Grenadines,New Hampshire,Kimberlyside,2,533.58,20,853.72,581.68,272.04,46,No,0,Curtis and Sons,hannahmunoz@perez.info,Cash,Delivered
ORD1096,2024-09-30,2024-10-01,Richard Anderson,CUST960,Home Office,Puzzle,Toys,PROD6624,South,Peru,Alaska,Martinville,7,1787.02,15,10632.8,8913.95,1718.84,37,No,0,Brown-Madden,garciajoseph@stephens.info,Net Banking,Returned
ORD1097,2023-08-19,2023-08-22,Carolyn Lin,CUST503,Consumer,Jeans,Clothing,PROD7784,East,Guadeloupe,Arizona,Marcbury,2,854.97,20,1367.96,1227.39,140.57,12,No,0,Smith PLC,wsullivan@houston.com,Cash,Cancelled
